Filename	Notes	Audio Filename	UK (United Kingdom)	F (France)	D (Germany)	E (Spain)	IT (Italy)
CHEAT_COLOURSTEREOSCOPIC	Do not localise.	s	color Stereoscopic Mode	Mode stéréoscopique (couleur)	Stereoskopie-Modus (in Farbe)	Colour Stereoscopic Mode	Colour Stereoscopic Mode
CHEAT_GREYSTEREOSCOPIC	Do not localise.	s	Grey Stereoscopic Mode	Mode stéréoscopique (gris)	Stereoskopie-Modus	Grey Stereoscopic Mode	Grey Stereoscopic Mode
CHEAT_QWILSON	Do not localise.	s	Wilson!	Wilson !	Wilson!	Wilson!	Wilson!
CHEAT_DISABLESECURITYBOXES	On-screen text for when the cheat to disable the Whack-in-the-Boxes has been activated.	s	Whack-in-the-Boxes Disabled	Boîtes frappeuses désactivées	K.O.-Kästen ausgeschaltet	Cajas de sorpresa desactivadas	Scatole a sorpresa disattivate
CHEAT_MOTIONBLUR	On-screen text for when the cheat to enable motion blur has been activated.	s	Motion Blur Enabled	Déplacements flous activés	Motion Blur aktiviert	Estela objetos en movimiento activado	Movimento sfuocato abilitato
CHEAT_COSTUME	On-screen text for when the cheat to put Taz in costume has been activated.	s	Costume Active	Costume activé	Verwandlung aktiviert	Disfraces activados	Travestimento attivato
CHEAT_TIMESLICENINJAKICK	On-screen text for when the cheat to do a Matrix-style panning camera when Taz is attacking in his Ninja costume has been activated.	s	Timeslice Ninja Kick	Coup de pied ninja à 360° activé	Timeslice Ninja Kick	Patada Ninja al estilo Matrix	Calcio Ninja alla Matrix
CHEAT_TIMESLICEJUMP	On-screen text for when the cheat to do a Matrix-style panning camera whenever Taz jumps has been activated.	s	Timeslice Jump	Saut à 360° activé	Timeslice Sprung	Panorámica salto en suspensión	Salto in sospensione
CHEAT_INSOMNIA	On-screen text for when the cheat to stop Taz falling asleep has been activated.	s	Insomnia Active	Insomnie activée	Schlaflosigkeit aktiviert	Insomnio activado	Insonnia attiva
CHEAT_OPENLEVELS	On-screen text for when the cheat to unlock all levels has been activated.	s	All Levels Unlocked	Tous niveaux déverrouillés	Alle Levels freigeschaltet	Todos los niveles desbloqueados	Tutti i livelli sbloccati
CHEAT_SHADOWMAP	On-screen text for when the cheat to give Taz and enemies realistic shadows has been activated.	s	Shadow Maps Enabled	Ombres activées	Schatten aktiviert	Mapa de sombras activado	Ombre abilitate
CHEAT_AIRBRUSH	On-screen text for when the cheat to give the screen an airbrushed effect has been activated.	s	Airbrush Mode	Mode aérographe	Airbrush-Modus	Modo aerógrafo	Modalità dipinta
CHEAT_NEARFOCUS	Do not localise.	s	Near Focus	Vue rapprochée	Fokus nah	Near Focus	Near Focus
CHEAT_FARFOCUS	Do not localise.	s	Far Focus	Vue éloignée	Fokus weit	Far Focus	Far Focus
CHEAT_DEFOCUS	Do not localise.	s	Defocus	Flou	Unscharf	Defocus	Defocus
CHEAT_FILTERING	Do not localise.	s	Filtering Enabled	Filtrage activé	Filtering an	Filtering Enabled	Filtering Enabled
CHEAT_TIMEFREEZE	Do not localise.	s	Time Freeze	Chrono bloqué	Zeit anhalten	Time Freeze	Time Freeze
CHEAT_GLOVER_MODE	On-screen text for when the cheat to turn Taz into a bouncing ball has been activated.	s	Ball Mode	Mode boule	Ball-Modus	Modo bola	Modalità sfera
CHEAT_SHOWDEBUGINFO		s	Show Debug Info	Afficher infos débuggage	Debug-Info anzeigen	Mostrar Información de Depuración	Mostra dati di debug
GAMEINTRO_14	s	gameintro_14.wav	Eeeeyagmsftxptzflgmnaaaatzaaag!  Somebody looking for me?	Eeeeyagmsftxptzflgmnaaaatzaaag ! Quelqu'un me poursuit?	Sucht jemand nach mir?	¡Eeeeyagmsftxptzflgmnaaaatzaaag!  ¿Alguien me está buscando?	Eeeeyagmsftxptzflgmnaaaatzaaag! Qualcuno ce l'ha con me?
ZOOHUBINTRO_3	s	zoohubintro_3.wav	Huh?!	Huh? !	Häh??	¡¿Huh?!	Huh?!
ZOOHUBINTRO_6	s	zoohubintro_6.wav	HUH?!?!	HUH? !? !	Höööh????	¿¡¿¡HUH?!?!	HUH?!?!
ZOOHUBINTRO_9	s	zoohubintro_9.wav	Zigmftptzlmariglmaaataparfazzz!	Zigmftptzlmariglmaaataparfazzz !	Zigmftptzlmariglmaaataparfazzz!	¡Zigmftptzlmariglmaaataparfazzz!	Zigmftptzlmariglmaaataparfazzz!
ZOOHUBINTRO2_1	s	zoohubintro2_1.wav	ahhhhh!	ahhhhh !	Seufz!	¡Ahhhhh!	ahhhhh!
ZOOHUBINTRO2_2	s	zoohubintro2_2.wav	arrrgghh!	arrrgghh !	arrrgghh!	¡Arrrgghh!	arrrgghh!
ZOOHUBINTRO2_3	s	zoohubintro2_3.wav	arrrrgghh!	arrrrgghh !	arrrgghh!	¡arrrrgghh!	arrrrgghh!
ZOOHUBINTRO2_4	s	zoohubintro2_4.wav	phew!	phew !	Pjuuuh!	¡Uf!	phew!
ZOOHUBINTRO2_5	s	zoohubintro2_5.wav	aaaaarrrrrggghhhh!	aaaaarrrrrggghhhh !	aaaaarrrrrggghhhh !	¡Aaaaarrrrrggghhhh!	aaaaarrrrrggghhhh!
ZOOHUBINTRO2_6	s	zoohubintro2_6.wav	aaaaarrrrrggghhhh!	aaaaarrrrrggghhhh !	aaaaarrrrrggghhhh !	¡Aaaaarrrrrggghhhh!	aaaaarrrrrggghhhh!
ZOOHUBINTRO2_7	s	zoohubintro2_7.wav	umph!	umph !	Umpf!	¡Umpf!	umph!
ZOOHUBINTRO2_8	s	zoohubintro2_8.wav	whoaoooeeaaooowheuuhh	whoaoooeeaaooowheuuhh	Uauuueeaauuieuuhh	Uauuueeaauuieuuhh	whoaoooeeaaooowheuuhh
ZOOHUBINTRO2_9	s	zoohubintro2_9.wav	Grblblblblbgrrrdlbdlbdldldbldb!	Grblblblblbgrrrdlbdlbdldldbldb !	Grblblblblbgrrrdlbdlbdldldbldb!	¡Grblblblblbgrrrdlbdlbdldldbldb!	Grblblblblbgrrrdlbdlbdldldbldb!
ZOOHUBINTRO2_10	s	zoohubintro2_10.wav	"Grblded... Hup, twheee!"	"Grblded... Hup, twheee !"	"Grblded... Hup, tuiii!"	"Grblded... ¡Hup, tuiiiiii!"	"Grblded... Hup, twheee!"
ZOOHUBINTRO2_11	s	zoohubintro2_11.wav	Ooops!	Ooops !	Uups!	¡Epa!	Ooops!
ZOOHUBINTRO2_12	s	zoohubintro2_12.wav	Splfftttt! oohhh...	Splfftttt ! oohhh...	Splfftttt! oohhh...	¡Splfftttt! oohhh...	Splfftttt! oohhh...
ZOOHUBINTRO2_13	s	zoohubintro2_13.wav	Blllblbl  rrbrrbrbr twhee blbllbe	Blllblbl  rrbrrbrbr twhee blbllbe	Blllblbl  rrbrrbrbr tuiiii blbllbe	Blllblbl  rrbrrbrbr tuiiii blbllbe	Blllblbl  rrbrrbrbr twhee blbllbe
ZOOHUBOUTRO_1	s	zoohuboutro_1.wav	Ahaa... Hup!	Ahaa... Hup !	Ahaa...! Hopp!	Ajaá... ¡Hop!	Ahaa... Hup!
ZOOHUBOUTRO_2	s	zoohuboutro_2.wav	Wowowowowowwo!	Wowowowowowwo !	Uauauauauauauaua!	¡Uauauauauauauaua!	Wowowowowowwo!
ZOOHUBOUTRO_3	s	zoohuboutro_3.wav	Uh-oh!	Uh-oh !	Oh-oh...!	¡Oh-oh!	Uh-oh!
ZOOHUBOUTRO_5	s	zoohuboutro_5.wav	Huh?!?	Huh? !?	Hääh??	¿¡¿Huh?!?	Huh?!?
ZOOBOSSINTRO_1	s	zoobossintro_1.wav	Huh!?	Huh !?	Hääh??	¿¡Huh!?	Huh!?
ZOOBOSSINTRO_3	s	zoobossintro_3.wav	Grrrrrr...	Grrrrrr...	Grrrrrr...	Grrrrrr...	Grrrrrr...
ZOOBOSSINTRO_5	s	zoobossintro_5.wav	whatta....?	Kézako...?	Was zum...?	¿Pero qué....?	Ma cosa...?
ZOOBOSSOUTRO_5	s	zoobossoutro_5.wav	He he!	Hé hé !	He he!	¡Je je!	He he!
CITYHUBINTRO_1		cityhubIntro_1.wav	Grrrrrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrrrrr
CITYHUBINTRO_3	s	cityhubintro_3.wav	Hmm! 	Hmm ! 	Hmm! 	¡Hmm! 	Hmm! 
CITYHUBINTRO_5	s	cityhubintro_5.wav	a-hah!!	a-hah ! !	Haha!	¡¡Ajá!!	a-hah!!
CITYHUBOUTRO_1	s	cityhuboutro_1.wav	Hup!	Hup !	Hopp!	¡Hop!	Hup!
CITYHUBOUTRO_9	s	cityhuboutro_9.wav	Aaaaaaaaargh!	Aaaaaaaaargh !	(Schreie)	¡Aaaaaaaaargh!	Aaaaaaaaargh!
CITYHUBOUTRO_10	s	cityhuboutro_10.wav	Hmmmmm!	Hmmmmm !	Oh...hmmm!	¡Hmmmmm!	Hmmmmm!
CITYBOSSINTRO_6	s	citybossintro_6.wav	Ptough...Ooooof!	Ptough... Ooooof !	Ptuf... Uuuuuf!	¡Ptuf...Uuuuuf!	Ptough...Ooooof!
CITYBOSSOUTRO_3	s	citybossoutro_3.wav	"Who, me??"	"Qui, moi?"	"Wer, ich??"	"¿¿Quién, yo??"	"Chi, io?"
WESTHUBINTRO_1	s	westhubintro_1.wav	Eeeeeaaaaoooowwwww!	Eeeeeaaaaoooowwwww !	Eeeeeaaaaoooouuuuuuu!	¡Eeeeeaaaaoooouuuuuuu!	Eeeeeaaaaoooowwwww!
WESTHUBINTRO_2	s	westhubintro_2.wav	Oooooooooaaaaaaaaagrzblfvftz!	Oooooooooaaaaaaaaagrzblfvftz !	Oooooooooaaaaaaaaagrzblfvftz!	¡Oooooooooaaaaaaaaagrzblfvftz!	Oooooooooaaaaaaaaagrzblfvftz!
WESTHUBINTRO_3	s	westhubintro_3.wav	Haaaaaaaaaag-Ptoouumm!	Haaaaaaaaaag-Ptoouumm !	Aaaaaaaaaaag Ptuuuumm!	¡Aaaaaaaaaaag-Ptuuuumm!	Haaaaaaaaaag-Ptoouumm!
WESTHUBOUTRO_1	s	westhuboutro_1.wav	Huh?	Huh?	Hah???	¿Huh?	Huh?
WESTHUBOUTRO_2	s	westhuboutro_2.wav	Grmblsdnaklj....	Grmblsdnaklj...	Grmblsdnaklj....	Grmblsdnaklj....	Grmblsdnaklj....
WESTHUBOUTRO_3	s	westhuboutro_3.wav	Whhoooo-heeeeehheeee!	Whhoooo-heeeeehheeee !	Yuchuchuhuii!	¡Yujuuú-eeeeeheeeeh!	Whhoooo-heeeeehheeee!
WESTHUBOUTRO_4	s	westhuboutro_4.wav	Uh-oh.	Uh-oh.	Oh-oh...!	Oh-oh.	Uh-oh.
WESTBOSSINTRO_1	s	westbossintro_1.wav	Argghhhh!	Argghhhh !	¡Argghhhh!	¡Argghhhh!	Argghhhh!
WESTBOSSINTRO_2	s	westbossintro_2.wav	Ooooh - eeee - hee-hee...	Ooooh-eeee-hee-hee...	Ooooh - eeee - hee-hee...	Ooooh—eeee—jee-jee...	Ooooh-eeee-hee-hee...
WESTBOSSINTRO_3	s	westbossintro_3.wav	Uh!?!	Uh !? !	Heh???	¡¿¡Uh!?!	Uh!?!
WESTBOSSINTRO_5	s	westbossintro_5.wav	Ayayayaeeee...	Ayayayaeeee...	Ei-ei-eiiiii...!	Ayayayaeeee...	Ayayayaeeee...
WESTBOSSOUTRO_2	s	westbossoutro_2.wav	Huppp...	Huppp...	Heeeeeppp!	Hoop...	Huppp...
TASMANIAINTRO_1	s	tasmaniaintro_1.wav	aaaaaarrrrrrrrggggggghhhhhh	Aaaaaarrrrrrrrggggggghhhhhh 	Aaaaaarrrrrrrrggggggggggg	Aaaaaarrrrrrrrggggggggggg	aaaaaarrrrrrrrggggggghhhhhh
TASMANIAINTRO_4	s	tasmaniaintro_4.wav	Mmmmmm hehe hiho mmmmmmmmm he he!	Mmmmmm hehe hiho mmmmmmmmm he he !	Mmmmmm hehe hiho mmmmmmmmm he he!	¡Mmmmmm jeje jijo mmmmmmmmm je je!	Mmmmmm hehe hiho mmmmmmmmm he he!
TASMANIAINTRO_5	s	tasmaniaintro_5.wav	Poing!	Poing !	Poing!	¡Poing!	Poing!
TASMANIAINTRO_6	s	tasmaniaintro_6.wav	"Mmmmm Mhhmmmmm!  Aye, hehe mmmm!"	"Mmmmm Mhhmmmmm !  Aye, hehe mmmm !"	"Mmmmm Mhhmmmmm!  Aye, hehe mmmm!"	"¡Mmmmm Mhhmmmmm!  ¡Ay, jeje mmmm!"	"Mmmmm Mhhmmmmm!  Aye, hehe mmmm!"
TASMANIAINTRO_7	s	tasmaniaintro_7.wav	Oh boy...	"Oh, bon sang !"	"Au, Backe!"	Caramba...	Mamma mia...
SAMBOSSINTRO_2	s	sambossintro_2.wav	Uh?!	Uh? !	Ähh????	¡¿Uh?!	Uh?!
SAMBOSSINTRO_3	s	sambossintro_3.wav	Grrrrr! Aw Oh Ahh! Arghh!	Grrrrr ! Aw Oh Ahh ! Arghh !	Grrrrr! Aw Oh Ahh! Arghh!	"¡Grrrrr! Ay, Oh ¡Ahh! ¡Arghh!"	Grrrrr! Aw Oh Ahh! Arghh!
SAMBOSSINTRO_5	s	sambossintro_5.wav	Eezaglbfzpgrratzlfafffazgblaaaaaz!	Eezaglbfzpgrratzlfafffazgblaaaaaz !	Eezaglbfzpgrratzlfafffazgblaaaaaz !	¡Eezaglbfzpgrratzlfafffazgblaaaaaz!	Eezaglbfzpgrratzlfafffazgblaaaaaz!
SAMBOSSINTRO_7	s	sambossintro_7.wav	Uh-oh! 	Uh-oh ! 	Oh-oh...!	¡Oh-oh! 	Uh-oh! 
SAMBOSSINTRO_12	s	sambossintro_12.wav	he he hi hi ha he!	hé hé hi hi ha hé !	He he hi hi ha he!	¡Je je ji ji ja je!	he he hi hi ha he!
SAMBOSSOUTRO_4	s	sambossoutro_4.wav	Chhhhooomp! 	Chhhhooomp !	Mampf!	¡Ñaaam! 	Chhhhooomp! 
SAMBOSSOUTRO_5	s	sambossoutro_5.wav	"Cruuuunch, munch, hmmm, munch, crunch! "	"Cruuuunch, munch, hmmm, munch, crunch ! "	Mampf! Schmatz!	"¡Cruuuunch, ñam, hmmm, ñam, ñam! "	"Cruuuunch, munch, hmmm, munch, crunch! "
SAMBOSSOUTRO_7	s	sambossoutro_7.wav	Whatta?!	Qu'est ce que...?	Was zum...?	¡¿Pero qué...?!	Ma cosa...?
SAMBOSSOUTRO_8	s	sambossoutro_8.wav	Grrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrr	Grrrrrrrrrrrrrrr
SAMBOSSOUTRO_12	s	sambossoutro_12.wav	Auw oh hohohouuhouu  Aowouie!	Auw oh hohohouuhouu  Aowouie !	Au oh hohohuuhuu  Aouiii!	¡Aay oh uuuuuúuu! ¡Aaaay!	Auw oh hohohouuhouu  Aowouie!
SAMBOSSOUTRO_13	s	sambossoutro_13.wav	Hup!	Hup !	Heppp!	¡Hop!	Hup!
SAMBOSSOUTRO_14	s	sambossoutro_14.wav	Mmm! Woo hoo! He	Mmm ! Woo hoo ! Hé	Mmm! Wu hu! He	¡Mmm! ¡Yu-jú! Je	Mmm! Woo hoo! He
SAMBOSSOUTRO_16	s	sambossoutro_16.wav	Uh!?	Uh !?	Ähh????	¿¡Uh!?	Uh!?
TWEETYBOSSINTRO_2	s	tweetybossintro_2.wav	Uh oh!	Uh oh !	Grunzen!	¡Oh oh!	Uh oh!
TWEETYBOSSINTRO_4	s	tweetybossintro_4.wav	Uh?	Uh?	Heh???	¿Uh?	Uh?
TWEETYBOSSINTRO_5	s	tweetybossintro_5.wav	Huh! 	Huh ! 	Hu?!	¡Huh! 	Huh! 
TWEETYBOSSINTRO_7	s	tweetybossintro_7.wav	Grrrrr Grrrrrrraaa! 	Grrrrr Grrrrrrraaa ! 	Grrrrr Grrrrrrraaa! 	¡Grrrrr Grrrrrrraaa! 	Grrrrr Grrrrrrraaa! 
TWEETYBOSSOUTRO_1	s	tweetybossoutro_1.wav	GRRRRRRRRRRAAAAAAAAAAA!	GRRRRRRRRRRAAAAAAAAAAA !	GRRRRRRRRRRAAAAAAAAAAA!	¡GRRRRRRRRRRAAAAAAAAAAA!	GRRRRRRRRRRAAAAAAAAAAA!
TWEETYBOSSOUTRO_5	s	tweetybossoutro_5.wav	YIP-PEE-I-O-KY-YAY.	YIP-PEE-I-O-KY-YAY.	Jippppieee-ei-joh-kei-yeah!!	YUPI-YIPIAYE.	YIP-PEE-I-O-KY-YAY.
TWEETYBOSSOUTRO_6	s	tweetybossoutro_6.wav	Ooouh...Why for you crowd in Taz's space?	Hooo... Tu as réussi à t'échapper?	Uuuuh!? Wieso du rückst Taz so dicht auf den Pelz?	Ooouh...¿Por qué os amontonáis en el espacio de Taz?	Ooouh... Perché tu invadere spazio di Taz?
TWEETYBOSSOUTRO_8	s	tweetybossoutro_8.wav	Yeeee-ech!  Uh-huh... Too many people watching. 	Yeeee-ech !  Uh-huh... Trop de gens nous regardent.	"Öh, zu viele Leute zukucken...!"	¡Yeeee-ech!  Oh-oh... Hay demasiada gente mirando. 	Yeeee-ech!  Buona... Troppe persone guardare.
GAMEOUTRO_1	s	gameoutro_1.wav	Woo Hoo!   Ooops!	"Wooo ha, weehe, waha, ha....Ooops ! "	Yuchu ups!	¡Yu-jú!  ¡Epa!	Woo Hoo!   Ooops!
GAMEOUTRO_2	s	gameoutro_2.wav	Ooopsie...!	"Oh, zut !"	Uupsie!	¡Ayayayay...!	Accipicchia!
GAMEOUTRO_4	s	gameoutro_4.wav	errrrrr!	errrrrr !	(verlegene Laute)	¡Errrrrr!	errrrrr!
GAMEOUTRO_5	s	gameoutro_5.wav	Aaaaa!	Aaaaa !	(Schreien)	¡Aaaaah!	Aaaaa!
GAMEOUTRO_7	s	gameoutro_7.wav	"errr... blbdlbdeee huh, he, phew"	"errr... blbdlbdeee huh, he, phew"	(Reaktionen) (Husten)	"errr... blbdlbdeee huh, he, uf"	"errr... blbdlbdeee huh, he, phew"
GAMEOUTRO_10	s	gameoutro_10.wav	Taz no maid!	"Taz, pas boniche !"	Taz kein Zimmermädchen!	¡Taz no es una criada!	Taz no sguattero!
GAMEOUTRO_11	s	gameoutro_11.wav	Taz learn valuable skills.  Eeeeaghablabaffgrrrrzmifstkz!! 	Taz a appris techniques très efficaces. Eeeeaghablabaffgrrrrzmifs Eeeeaghahaoui ! ! !	Taz lernt was wichtiges fürs Leben.	Taz aprende cosas importantes.  ¡¡¡Eeeeaghablabaffgrrrrzmifstkz!! 	Taz impara presto cose difficili.  Eeeeaghablabaffgrrrrzmifstkz!! 
GAMEINTRO_12	s	gameintro_12.wav	Yee hah!	Yii hah !	Jiiiieee-haaaah!!!	¡Yi-ja!	Yee hah!
GAMEINTRO_13	s	gameintro_13.wav	"Ooooooh ya browny-haired, hang-toothed rackin-frackin' weasel!"	Hooo ! Grosse boule de poil ! Espèce de tronçonneuse montée sur ressorts !	"Uuuuh, du braunhaariges, langzähniges, mieses, fieses Drecksvieh!!"	"¡Ooooooh maldita comadreja peluda, dientes largos, pedazo de inútil!"	"Oh, ti strappo quei peli rossi uno ad uno, brutta bestiaccia!"
ZOOHUBINTRO_1	s	zoohubintro_1.wav	Welcome to Yosemite Park & Zoo!  Now GIT!	Bienvenue au Parc et Zoo du pirate ! Faites comme chez vous !	Willkommen im Yosemite Park und Zoo! Jetzt verzieht euch!	"¡Bienvenido al Yosemite Park & Zoo!  ¡Y ahora, LARGO!"	Benvenuto nel Yosemite Park & Zoo! Ora fila!
ZOOHUBINTRO_2	s	zoohubintro_2.wav	"We promise ya the most excitin' attractions in six blocks, or your money back -- and there's no chance of that happenin'! (laughs)"	Nous vous promettons les attractions les plus stupéfiantes du coin... Satisfait ou remboursé ! Ce qui n'est pas près de se produire ! (rire)	"Wir versprechen Ihnen die aufregendsten Attraktionen in sechs Blöcken, oder Sie bekommen Ihr Geld zurück - und darauf können Sie lange warten!"	"¡Le prometemos las más emocionantes atracciones en seis bloques y si no le gustan, le devolvemos su dinero – pero no hay peligro de que esto suceda! (Risa)"	"Resterete a bocca aperta con le nostre sensazionali attrazioni o vi restituiremo i soldi Si fa per dire, naturalmente!"
ZOOHUBINTRO_4	s	zoohubintro_4.wav	Why don't you come down and see for yourself... We've got Zooney Tunes with its sub-tropical splendors... Looney Lagoon with its...	"Approchez donc et voyez par vous-même. Nous avons Zooney Tunes, avec ses splendeurs subtropicales... Lagon Looney avec ses..."	"Besuchen Sie uns doch einfach und überzeugen sich selbst... Wir haben Zooney Tunes mit ihren subtroptropischen Schönheiten, die Looney Lagoon mit ihren..."	Venga y compruébelo usted mismo... tenemos el Zooney Tunes con su esplendor subtropical... el Looney Lagoon con sus...	"Ammirate con i vostri occhi. Vedrete lo Zooney Tunes con le sue meraviglie subtropicali, la Looney Lagoon con le sue..."
ZOOHUBINTRO_5	s	zoohubintro_5.wav	"And here are our latest attractions, the TASMANIAN DEVILS! ... If 'n ya like what ya see at the Zoo, then ya better book now for TAZLAND!"	"Et voici nos dernières attractions: les DIABLES DE TASMANIE ! Si ce qu'il y a dans le zoo vous plaît, alors prenez un billet TAZLAND !"	"Und hier sind unsere neusten Attraktionen, die Tasmanischen Teufel!! Wenn Ihnen das, was Ihnen im Zoo geboten wird, gefällt, dann kommen Sie lieber gleich in Tazland!!"	"¡Y nuestra última atracción, los DIABLOS DE TASMANIA! ... Y si no le gusta lo que ve en el Zoo, saque una entrada ahora mismo para TAZLANDIA!"	"Ed ecco le nostre ultime acquisizioni, i Diavoli della Tasmania! Se le attrazioni dello zoo non vi piacciono, vi conviene prenotare subito per Tazland!"
